date,parlay,bookie,sport,selection,bet_type,capper,competition,extra_info,event,live,score,units,odd,free_bet,result,lucro_unidade,lucro_monetario,unidade_vigente
2025-04-11,N,Betano,Tenis,Alejandro Davidovich Fokina -2.5,Handicap games,Wags,ATP Tour,Monte Carlo 1000 - QF,Alejandro Davidovich Fokina v Alexei Popyrin,N,2-0,1.5,1.78,N,W,1.17,17.55,15.0
2025-04-11,N,betfair,Tenis,Grigor Dimitrov +2.5,Handicap games,Wags,ATP Tour,Monte Carlo 1000 - QF,Grigor Dimitrov v Alex de Minaur,N,0-2,2.0,2.0,N,L,-2.0,-30.00,15.0
2025-04-11,N,Superbet,Tenis,Grigor Dimitrov,ML,Wags,ATP Tour,Monte Carlo 1000 - QF,Grigor Dimitrov v Alex de Minaur,N,0-2,1.0,2.75,N,L,-1.0,-15.00,15.0
2025-04-11,N,bet365,Tenis,Stefanos Tsitsipas -1.5,Handicap games,Wags,ATP Tour,Monte Carlo 1000 - QF,Lorenzo Musetti v Stefanos Tsitsipas,N,2-1,1.5,1.8,N,L,-1.5,-22.50,15.0
2025-04-12,N,Betano,Tenis,Jozef Kovalik +2.5,Handicap games,Wags,ATP Tour,Barcelona 500 - Q,Jozef Kovalik v Arthur Rinderknech,N,1-2,1.0,1.87,N,W,0.87,13.05,15.0
2025-04-12,N,betfair,Tenis,Jozef Kovalik,ML,Wags,ATP Tour,Barcelona 500 - Q,Jozef Kovalik v Arthur Rinderknech,N,2-1,0.75,2.37,N,L,-0.75,-11.25,15.0
2025-04-12,N,bet365,Baseball,Minnesota Twins -1.5,Handicap Asiático,Wags,MLB,Regular Season,Minnesota Twins v Detroit Tigers,N,0-4,1.0,2.4,N,L,-1.0,-15.00,15.0
2025-04-12,N,bet365,Baseball,Athletics,ML,Wags,MLB,Regular Season,Athletics v New York Mets,N,3-1,1.25,2.1,N,W,1.375,20.63,15.0
2025-04-12,N,Estrelabet,Futebol,Under 9.5,O/U gols,,Brasileirão,Liga,Palmeiras v Corinthians,N,2-0,0.33,2.0,N,W,0.33,5.00,15.0
2025-04-13,N,novibet,Tenis,Aliaksandra Sasnovich,ML,Wags,ATP Tour,Stuttgart 500 - Q,Erika Andreeva v Aliaksandra Sasnovich,N,0-2,1.75,1.78,N,W,1.365,27.30,20.0
2025-04-13,N,Betano,Tenis,Botic van de Zandschulp -3.5,Handicap games,Wags,ATP Tour,Munich 500 - Q,Learner Tien v Botic van de Zandschulp,N,2-0,1.0,1.93,N,L,-1.0,-20.00,20.0
2025-04-13,N,betfair,Tenis,Carlos Alcaraz - 1.5,Handicap Asiático,Sam Culmer,ATP Tour,Monte Carlo 1000 - F,Lorenzo Musetti v Carlos Alcaraz,N,1-2,2.0,1.65,N,L,-2.0,-40.00,20.0
2025-04-13,N,Betano,Baseball,Over 8.5,O/U Runs,Wags,MLB,Regular Season,Tampa Bay Rays v Atlanta Braves,N,8-3,1.5,1.91,N,W,1.365,27.30,20.0
2025-04-13,N,bet365,Baseball,Cleveland Guardians,ML,Wags,MLB,Regular Season,Cleveland Guardians v Kansas City Royals,N,2-4,1.0,2.2,N,L,-1.0,-20.00,20.0
2025-04-13,N,bet365,Baseball,Arizona Diamondbacks,ML,Wags,MLB,Regular Season,Arizona Diamondbacks v Milwaukee Brewers,N,5-2,1.25,1.86,N,W,1.075,21.50,20.0
2025-04-13,N,Betano,Futebol,3 seleções,Tripla,L10,,,,N,,1.0,1.6375,N,W,0.6375,12.75,20.0
2025-04-13,S,,,Over 0.5,O/U gols,,Brasileirão,Liga,São Paulo v Cruzeiro,N,1-1,,,N,w,,,20.0
2025-04-13,S,,,Atlético-MG - Over 0.5,O/U gols,,Brasileirão,Liga,Atlético-MG v Vitória,N,2-2,,,N,w,,,20.0
2025-04-13,S,,,Atlético-MG ou Empate,Dupla,,Brasileirão,Liga,Atlético-MG v Vitória,N,2-2,,,N,w,,,20.0
2025-04-13,N,Superbet,Futebol,3 seleções,Tripla,,Brasileirão,,,N,,0.5,5.5,N,L,-0.5,-10.0,20.0
2025-04-13,S,,,São Paulo,ML,,,Liga,São Paulo v Cruzeiro,N,1-1,,,N,l,,,20.0
2025-04-13,S,,,Atlético-MG,ML,,,Liga,Atlético-MG v Vitória,N,1-1,,,N,l,,,20.0
2025-04-13,S,,,Bahia,ML,,,Liga,Bahia v Mirassol,N,1-1,,,N,l,,,20.0
2025-04-14,N,bet365,Tenis,1° set - Borna Gojo,Set ML,Sam Culmer,ATP Tour,Munich 500 - R32,Borna Gojo v Ben Shelton,N,1-2,1.0,2.75,N,W,1.75,35.00,20.0
2025-04-14,N,Betano,Tenis,Brandon Nakashima,ML,Wags,ATP Tour,Barcelona 500 - R32,Pedro Martínez v Brandon Nakashima,N,2-1,2.0,1.75,N,L,-2.0,-40.0,20.0
2025-04-14,N,Bet365,Tenis,1° set - Albert Ramos-Vinolas,Set ML,Sam Culmer,ATP Tour,Barcelona 500 - R32,Holger Rune v Albert Ramos-Vinolas,N,2-0,0.5,4.33,N,L,-0.5,-10.0,20.0
2025-04-14,N,Superbet,Tenis,1° set - Fiona Ferro,Set ML,Sam Culmer,WTA Tour,Rouen 250 - R32,McCartney Kessler v Fiona Ferro,N,,1.0,2.35,N,L,-1.0,-20.0,20.0
2025-04-14,N,Bet365,Baseball,Washington Nationals +1.5,Handicap Asiático,Wags,MLB,Regular Season,Pittsburgh Pirates v Washington Nationals,N,10-3,2.0,1.8,N,L,-2.0,-40.0,20.0
2025-04-14,N,Betano,Baseball,San Francisco Giants,ML,Wags,MLB,Regular Season,Philadelphia Philles v San Francisco Giants,N,4-10,1.25,1.95,N,W,1.1875,23.75,20.0
2025-04-14,N,Superbet,Kings League,Até 0:59,Minutagem do gol,,Kings League Brazil,Fase de Liga,Capim v Fluxo,N,1-5,0.25,2.3,N,L,-0.25,-5.0,20.0
2025-04-14,N,Superbet,Kings League,Até 0:59,Minutagem do gol,,Kings League Brazil,Fase de Liga,Real Elite v Funkbol,N,(3)8-8(4),0.25,2.3,N,L,-0.25,-5.0,20.0
2025-04-14,N,Superbet,Kings League,Até 0:59,Minutagem do gol,,Kings League Brazil,Fase de Liga,Dendele v Nyvelados,N,(3)3-3(2),0.25,2.3,N,L,-0.25,-5.0,20.0
2025-04-14,N,Superbet,Kings League,Até 0:59,Minutagem do gol,,Kings League Brazil,Fase de Liga,Desimpedidos GOTI v G3X,N,3-8,0.25,2.3,N,L,-0.25,-5.0,20.0
2025-04-14,N,Superbet,Kings League,Até 0:59,Minutagem do gol,,Kings League Brazil,Fase de Liga,Furia v Loud,N,6-1,0.25,2.3,N,W,0.325,6.50,20.0
2025-04-15,N,Bet365,Tenis,1° set - Tomas Martin Etcheverry,Set ML,Sam Culmer,ATP Tour,Barcelona 500 - R32,Tomas Martin Etcheverry v Alex de Minaur,N,0-2,1.0,3.0,N,L,-1.0,-20.0,20.0
2025-04-15,N,Bet365,Tenis,1° set - Stanislas Wawrinka,Set ML,Sam Culmer,ATP Tour,Barcelona 500 - R32,Stanislas Wawrinka v Alejandro Davidovich Fokina,N,0-2,1.0,3.0,N,L,-1.0,-20.0,20.0
2025-04-15,N,Betano,Tenis,1° set - Camilla Rosatello,Set ML,Sam Culmer,WTA Tour,Rouen 250 - R32,Camilla Rosatello v Alycia Parks,N,2-0,1.0,2.55,N,W,1.55,31.00,20.0
2025-04-15,N,Bet365,Tenis,1° set - Yannick Hanfmann,Set ML,Sam Culmer,ATP Tour,Munich 500 - R32,Yannick Hanfmann v Jakub Mensik,N,2-1,0.5,3.0,N,W,1.0,20.0,20.0
2025-04-15,N,Bet365,Tenis,1° set - Over 10.5,O/U games,Sam Culmer,ATP Tour,Munich 500 - R32,Yannick Hanfmann v Jakub Mensik,N,2-1,0.5,3.4,N,W,1.2,24.0,20.0
2025-04-15,N,Bet365,Tenis,Yannick Hanfmann +3.5,Handicap games,Wags,ATP Tour,Munich 500 - R32,Yannick Hanfmann v Jakub Mensik,N,2-1,1.5,1.9,N,W,1.35,27.00,20.0
2025-04-15,N,Bet365,Tenis,Yannick Hanfmann,ML,Wags,ATP Tour,Munich 500 - R32,Yannick Hanfmann v Jakub Mensik,N,2-1,0.5,3.5,N,W,1.25,25.0,20.0
2025-04-15,N,Bet365,Tenis,Margaux Rouvroy,ML,Wags,WTA Tour,Rouen 250 - R32,Margaux Rouvroy v Jessika Ponchet,N,0-2,1.0,2.0,N,L,-1.0,-20.0,20.0
2025-04-15,N,Betfair,Tenis,Laura Siegemund,ML,Wags,WTA Tour,Stuttgart 500 - R32,Jule Niemeier v Laura Siegmund,N,2-1,1.0,1.83,N,L,-1.0,-20.0,20.0
2025-04-15,N,Bet365,Futebol,Kvicha Kvaratskhelia - Over 0.5,O/U chutes no gol,,Champions League,QF,Aston Villa v Paris Saint-Germain,N,3-2,2.5,2.0,N,L,-2.5,-50.0,20.0
2025-04-15,N,Bet365,Futebol,Raphinha - Over 0.5,O/U chutes no gol,,Champions League,QF,Borussia Dortmund v Barcelona,N,3-1,3.5,2.0,N,W,3.5,70.0,20.0
2025-04-15,N,Novibet,Baseball,Cincinnati Reds,ML,Wags,MLB,Regular Season,Cincinnati Reds v Seattle Mariners,N,8-4,1.5,1.92,N,W,1.38,27.60,20.0
2025-04-15,N,Bet365,Baseball,Toronto Blue Jays,ML,Wags,MLB,Regular Season,Toronto Blue Jays v Atlanta Braves,N,6-3,2.0,1.95,N,W,1.9,38.0,20.0
2025-04-15,N,Bet365,Baseball,Under 8.0,O/U Runs,Wags,MLB,Regular Season,Minnesota Twins v New York Mets,N,6-3,1.25,1.9,N,L,-1.25,-25.0,20.0
2025-04-16,N,Betano,Tenis,Luciano Darderi,ML,Sam Culmer,ATP Tour,Munich 500 - R16,Luciano Darderi v Miomir Kecmanovic,N,2-1,1.0,1.85,N,W,0.85,17.0,20.0
2025-04-16,N,Betano,Tenis,1° set - Daniel Altmaier +1.5,Handicap games,Sam Culmer,ATP Tour,Munich 500 - R16,Alexander Zverev v Daniel Altmaier,N,2-0,1.0,1.95,N,L,-1.0,-20.0,20.0
2025-04-16,N,Betano,Tenis,1° set - Over 10.5,O/U games,Sam Culmer,ATP Tour,Munich 500 - R16,Alexander Zverev v Daniel Altmaier,N,2-0,1.0,3.75,N,L,-1.0,-20.0,20.0
2025-04-16,N,Bet365,Tenis,1° set - Over 10.5,O/U games,Sam Culmer,ATP Tour,Munich 500 - R16,Tallon Griekspoor v Yannick Hanfmann,N,2-0,1.0,3.25,N,W,2.25,45.0,20.0
2025-04-16,N,Superbet,Futebol,Real Madrid,Para se classificar,,Champions League,QF,Real Madrid v Arsenal,N,1-2,0.5,6.85,N,L,-0.5,-10.0,20.0
2025-04-16,N,Betano,Futebol,2 seleções,Dupla,L10,Champions League,QF,Inter de Milão v Bayern Munich,N,2-2,1.0,1.7,N,W,0.7,14.0,20.0
2025-04-16,S,,,Inter de Milão +2,Handicap,,,,,N,-,,,N,w,,,20.0
2025-04-16,S,,,Harry Kane - Over 0.5,O/U chutes no gol,,,,,N,-,,,N,w,,,20.0
2025-04-16,N,Betano,Baseball,Chicago White Sox +1.5,Handicap Asiático,Wags,MLB,Regular Season,Chicago White Sox v Athletics,N,1-3,1.25,1.8,N,L,-1.25,-25.0,20.0
2025-04-16,N,Betano,Futebol,3 seleções,Tripla,L10,-,-,-,N,-,1.0,1.57,N,L,-1.0,-20.0,20.0
2025-04-16,S,,,Santos - Over 0.5,O/U gols,,Brasileirão,Liga,Santos v Atlético-MG,N,2-0,,,N,w,,,20.0
2025-04-16,S,,,Corinthians +2,Handicap,,Brasileirão,Liga,Corinthians v Fluminense,N,0-2,,,N,l,,,20.0
2025-04-16,S,,,Corinthians - Over 0.5 + Fluminense - Over 0.5,O/U cartões,,Brasileirão,Liga,Corinthians v Fluminense,N,0-2,,,N,w,,,20.0
2025-04-17,N,Novibet,Tenis,David Goffin +4.5,Handicap games,Wags,ATP Tour,Munich 500 - R16,David Goffin v Mariano Navone,N,2-1,1.5,1.68,N,W,1.02,20.4,20.0
2025-04-17,N,Betano,Tenis,Moyuka Uchijima,ML,Wags,WTA Tour,Rouen 250 - R16,Moyuka Uchijima v Lois Boisson,N,2-1,2.0,1.83,N,W,1.66,33.2,20.0
2025-04-17,N,Estrelabet,Tenis,1° set - Laslo Djere,Set ML,Sam Culmer,ATP Tour,Barcelona 500 - R16,Carlos Alcaraz v Laslo Djere,N,2-0,0.5,5.66,N,L,-0.5,-10.0,20.0
2025-04-17,N,Betano,Tenis,Fabian Marozsan,Set ML,Sam Culmer,ATP Tour,Munich 500 - R16,Ugo Humbert v Fabian Marozsan,N,0-2,2.0,1.93,N,W,1.86,37.20,20.0
2025-04-17,N,Betano,Tenis,Under 20.5 games,O/U games,Wags,WTA Tour,Rouen 250 - R16,Elina Svitolina v Anhelina Kalinina,N,2-0,1.5,1.78,N,W,1.17,23.4,20.0
2025-04-17,N,Novibet,Baseball,Cleveland Guadians,ML,Wags,MLB,Regular Season,Baltimore Orioles v Cleveland Guardians,N,6-2,1.5,1.93,N,L,-1.5,-30.0,20.0
2025-04-18,N,Betano,Tenis,Luciano Darderi,ML,Sam Culmer,ATP Tour,Munich 500 - QF,Luciano Darderi v Ben Shelton,N,0-2,1.0,1.85,N,L,-1.0,-20.0,20.0
2025-04-18,N,Betano,Tenis,Casper Ruud -2.5,Handicap games,Wags,ATP Tour,Barcelona 500 - QF,Holger Rune v Casper Ruud,N,2-0,1.25,1.85,N,L,-1.25,-25.0,20.0
2025-04-18,N,Betfair,Tenis,1° set - Over 10.5,O/U games,Sam Culmer,ATP Tour,Munich 500 - QF,Alexander Zverev v Tallon Griekspoor,N,2-1,1.0,2.62,N,W,1.62,32.40,20.0
2025-04-18,N,Bet365,Baseball,Kyle Tucker - Over 0.5,O/U home runs,Wags,MLB,Regular Season,Chicago Cubs v Arizona Diamondbacks,N,13-11,0.5,3.9,N,W,1.45,29.0,20.0
2025-04-18,N,Bet365,Futebol,Viktor Gyokeres,Anytime G/A,,Liga Portugal,Liga,Sporting v Moreirense,N,3-1,2.5,2.0,N,W,2.5,50.0,20.0
2025-04-18,N,Superbet,Tenis,6 seleções,Múltipla,,Mixed,-,-,N,-,0.25,7.64,S,W,1.66,33.20,20.0
2025-04-18,N,Novibet,Baseball,Seattle Mariners,ML,Wags,MLB,Regular Season,Toronto Blue Jays v Seattle Mariners,N,3-1,1.0,2.02,N,L,-1.0,-20.0,20.0
2025-04-19,N,Bet365,Tenis de Mesa,Hugo Calderano +2.5,Handicap games,EU,ITTF World Cup,SF,Hugo Calderano v Chuqin Wang,N,4-3,1.0,1.83,N,W,0.83,16.67,20.0
2025-04-19,N,Bet365,Tenis de Mesa,Hugo Calderano,ML,EU,ITTF World Cup,SF,Hugo Calderano v Chuqin Wang,N,4-3,0.5,4.5,N,W,1.75,35.0,20.0
2025-04-19,N,Bet365,Tenis,Elmer Moeller,ML,Bonfa,Challenger Tour,SF,Elmer Moeller v Roman Safiullin,N,2-0,0.5,2.2,N,W,0.6,12.00,20.0
2025-04-19,N,Bet365,Tenis,1° set - Over 10.5,O/U games,Sam Culmer,ATP Tour,Munich 500 - SF,Francisco Cerundolo v Ben Shelton,N,1-2,1.0,3.25,N,L,-1.0,-20.0,20.0
2025-04-19,N,Bet365,Tenis,1° set - Over 10.5,O/U games,Sam Culmer,ATP Tour,Munich 500 - SF,Alexander Zverev v Fabian Marozsan,N,2-0,0.5,3.4,N,W,1.2,24.0,20.0
2025-04-19,N,Bet365,Tenis,1° set - Fabian Marozsan,Set ML,Sam Culmer,ATP Tour,Munich 500 - SF,Alexander Zverev v Fabian Marozsan,N,2-0,0.5,3.5,N,L,-0.5,-10.0,20.0
2025-04-19,N,Betfair,Tenis,2-0,Resultado Exato,Sam Culmer,ATP Tour,Barcelona 500 - SF,Carlos Alcaraz v Arthur Fils,N,2-0,2.0,1.95,N,W,1.9,38.0,20.0
2025-04-19,N,Bet365,Tenis,Coco Gauff -3.5,Handicap games,Wags,WTA Tour,Stuttgart 500 - QF,Coco Gauff v Jasmine Paolini,N,0-2,1.25,1.8,N,L,-1.25,-25.0,20.0
2025-04-19,N,Betfair,Baseball,Over 8.5,O/U runs,Wags,MLB,Regular Season,Tampa Bay Rays v New York Yankees,N,10-8,1.5,1.91,N,W,1.365,27.30,20.0
2025-04-20,N,Bet365,Tenis,1° set - Over 10.5,O/U games,Sam Culmer,ATP Tour,Munich 500 - F,Alexander Zverev v Ben Shelton,N,2-0,1.0,3.0,N,L,-1.0,-20.0,20.0
2025-04-20,N,Bet365,Tenis,1° set - Over 12.5,O/U games,Sam Culmer,ATP Tour,Munich 500 - F,Alexander Zverev v Ben Shelton,N,2-0,0.5,4.0,N,L,-0.5,-10.0,20.0
2025-04-20,N,Betano,Tenis,Elmer Moeller,ML,EU,Challenger Tour,Oeiras 125 - F,Francisco Comesaña v Elmer Moeller,N,0-2,0.5,2.45,N,W,0.725,14.50,20.0
2025-04-20,N,Betano,Tenis,Over 20.5,O/U games,Sam Culmer,ATP Tour,Barcelona 500 - F,Carlos Alcaraz v Holger Rune,N,0-2,2.0,1.82,N,W,1.64,32.80,20.0
2025-04-20,N,Betano,Tenis,1° set - Holger Rune  +1.5,Handicap games,Sam Culmer,ATP Tour,Barcelona 500 - F,Carlos Alcaraz v Holger Rune,N,0-2,1.0,2.6,N,W,1.6,32.0,20.0
2025-04-20,N,Bet365,Tenis,1° set - Holger Rune,Set ML,Sam Culmer,ATP Tour,Barcelona 500 - F,Carlos Alcaraz v Holger Rune,N,0-2,0.5,3.5,N,W,1.25,25.0,20.0
2025-04-20,N,Bet365,Tenis,1° set - Over 10.5,O/U games,Sam Culmer,ATP Tour,Barcelona 500 - F,Carlos Alcaraz v Holger Rune,N,0-2,0.5,4.0,N,W,1.5,30.0,20.0
2025-04-20,N,Betano,Tenis,Olga Danilovic +4.5,Handicap games,Wags,WTA Tour,Rouen 250 - F,Elina Svitolina v Olga Danilovic,N,2-0,1.5,1.88,N,W,1.32,26.4,20.0
2025-04-20,N,Estrelabet,Tenis,Olga Danilovic,ML,Wags,WTA Tour,Rouen 250 - F,Elina Svitolina v Olga Danilovic,N,2-0,0.5,3.66,N,L,-0.5,-10.0,20.0
2025-04-20,N,Superbet,Baseball,Over 7.5,O/U runs,Wags,MLB,Regular Season,Philadelphia Phillies v Miami Marlins,N,5-7,1.5,1.8,N,W,1.2,24.00,20.0
2025-04-21,N,Superbet,Tenis,Anastasia Zakharova,ML,Wags,WTA Tour,Madrid 1000 - Q,Jule Niemeier v Anastasia Zakharova,N,2-0,1.25,1.87,N,L,-1.0,-10.00,20.0
2025-04-22,N,Novibet,Baseball,Miami Marlins,ML,Wags,MLB,Regular Season,Miami Marlins v Cincinnati Reds,N,6-3,1.0,2.0,N,W,1.0,20.0,20.0
2025-04-22,N,Superbet,Tenis,Valentin Royer,ML,Wags,ATP Tour,Madrid 1000 - Q,Vit Kopriva v Valentin Royer,N,2-1,1.5,1.87,N,L,-1.5,-30.0,20.0
2025-04-22,N,Superbet,Tenis,Viktoriya Tomova,ML,Wags,WTA Tour,Madrid 1000 - R128,Viktoriya Tomova v Alexandra Eala,N,0-2,1.0,2.25,N,L,-1.0,-20.0,20.0
2025-04-22,N,Betano,Tenis,Dusan Lajovic,ML,Wags,ATP Tour,Madrid 1000 - Q,Dusan Lajovic v Christian Garin,N,0-2,1.5,1.85,N,W,1.275,25.50,20.0
2025-04-22,N,Betfair,Tenis,Hugo Dellien,ML,Wags,ATP Tour,Madrid 1000 - Q,Jacob Fearnley v Hugo Dellien,N,2-0,1.0,2.15,N,L,-1.0,-20.0,20.0
2025-04-22,N,Betano,Futebol,Omar Marmoush - Over 0.5 + Marcus Rashford - Over 0.5,O/U chutes no gol,,Premier League,Liga,Manchester City v Aston Villa,N,2-1,0.75,3.55,N,L,-0.75,-15.0,20.0
2025-04-22,N,Bet365,Futebol,Ambas Marcam + Over 2.5 gols,Dupla,,Premier League,Liga,Manchester City v Aston Villa,N,2-1,1.5,2.5,N,W,2.25,45.0,20.0
2025-04-22,N,Superbet,Baseball,Over 9.5,O/U runs,Wags,MLB,Regular Season,Boston Red Sox v Seattle Mariners,N,8-3,1.25,2.02,N,W,1.275,25.5,20.0
2025-04-23,N,Betano,Tenis,1° set - Maria Lourdes Carlé,Set ML,Sam Culmer,WTA Tour,Madrid 1000 - R128,Maria Lourdes Carlé v Rebecca Sramkova,N,2-0,1.0,2.45,N,W,1.45,29.00,20.0
2025-04-23,N,Betano,Tenis,Rebeka Masarova,ML,Sam Culmer,WTA Tour,Madrid 1000 - R128,Ajla Tomljanovic v Rebeka Masarova,N,1-2,1.0,1.85,N,W,0.85,17.0,20.0
2025-04-23,N,Betano,Tenis,Alycia Parks,ML,Wags,WTA Tour,Madrid 1000 - R128,Alycia Parks v Victoria Kasintseva,N,2-0,0.5,2.6,N,W,0.8,16.0,20.0
2025-04-23,N,Betano,Tenis,Alycia Parks +3.5,Handicap games,Wags,WTA Tour,Madrid 1000 - R128,Alycia Parks v Victoria Kasintseva,N,2-0,1.5,1.9,N,W,1.35,27.00,20.0
2025-04-23,N,Betano,Tenis,Ashlyn Krueger,ML,Wags,WTA Tour,Madrid 1000 - R128,Ashlyn Krueger v Anastasia Potapova,N,1-2,2.0,2.05,N,L,-2.0,-40.0,20.0
2025-04-23,N,Betano,Tenis,Nuno Borges,ML,Wags,ATP Tour,Madrid 1000 - R128,Nuno Borges v Pablo Carreño Busta,N,2-1,1.25,1.82,N,W,1.025,20.5,20.0
2025-04-23,N,Betano,Tenis,Francisco Comesaña,ML,Wags,ATP Tour,Madrid 1000 - R128,Francisco Comesaña v Pedro Martínez,N,2-0,1.25,1.88,N,W,1.1,22.00,20.0
2025-04-23,N,Betano,Tenis,Alex Michelsen,ML,Wags,ATP Tour,Madrid 1000 - R128,Alex Michelsen v Alexander Bublik,N,0-2,1.0,2.1,N,L,-1.0,-20.0,20.0
2025-04-23,N,Bet365,Baseball,Chicago White Sox +1.5,Handicap Asiático,Wags,MLB,Regular Season,Minnesota Twins v Chicago White Sox,N,6-3,1.0,2.05,N,L,-1.0,-20.0,20.0
2025-04-23,N,Bet365,Basquete,Stephen Curry - Over 19.5 + Alperen Sengun - Over 19.5,O/U pontos,,NBA,Western Conference - 1st Round,Houston Rockets v Golden State Warriors,N,109-94,2.0,3.0,N,L,-2.0,-40.0,20.0
2025-04-24,N,Bet365,Tenis,1° set - Hamad Medjedovic,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R128,Tomas Martin Etcheverry v Hamad Medjedovic,N,2-1,1.0,1.72,N,L,-1.0,-20.0,20.0
2025-04-24,N,Betano,Tenis,Daniel Altmaier,ML,Sam Culmer,ATP Tour,Madrid 1000 - R128,Daniel Altmaier v Nicolas Jarry,N,0-2,1.0,1.72,N,L,-1.0,-20.0,20.0
2025-04-24,N,Betano,Tenis,1° set - Borna Coric,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R128,Matteo Arnaldi v Borna Coric,N,2-1,1.0,2.05,N,W,1.05,21.00,20.0
2025-04-24,N,Betano,Tenis,Donna Vekic,ML,Wags,WTA Tour,Madrid 1000 - R64,Donna Vekic v Hailey Baptiste,N,2-0,1.25,1.91,N,W,1.1375,22.75,20.0
2025-04-24,N,Betano,Tenis,Under 22.5,O/U games,Wags,ATP Tour,Madrid 1000 - R128,Quentin Halys v Luciano Darderi,N,2-0,1.5,2.0,N,W,1.5,30.0,20.0
2025-04-24,N,Superbet,Tenis,Over 21.5,O/U games,Wags,ATP Tour,Madrid 1000 - R128,Martin Landaluce v Cameron Norrie,N,1-2,1.25,1.92,N,W,1.15,23.0,20.0
2025-04-24,N,Betano,Tenis,Learner Tien,ML,Wags,ATP Tour,Madrid 1000 - R128,Learner Tien v Marcos Giron,N,1-2,1.0,2.27,N,L,-1.0,-20.0,20.0
2025-04-24,N,Superbet,Tenis,Beatriz Haddad Maia + João Fonseca,ML,,ATP Tour,Madrid 1000 - R64 + R128,Haddad Maia v Pera + Fonseca v Moeller,N,2-1 + 2-0,1.0,4.0,N,W,3.0,60.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Arthur Rinderknech,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R64,Arthur Rinderknech v Casper Ruud,N,0-2,0.5,5.0,N,L,-0.5,-10.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Federico Cina,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R64,Sebastian Korda v Federico Cina,N,2-1,0.5,4.0,N,L,-0.5,-10.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Laslo Djere,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R64,Daniil Medvedev v Laslo Djere,N,W.O,1.0,2.37,N,R,0.0,0.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Christopher O'Connell,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R64,Taylor Fritz v Christopher O'Connell,N,2-0,0.5,3.4,N,L,-0.5,-10.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Over 10.5,O/U games,Sam Culmer,ATP Tour,Madrid 1000 - R64,Taylor Fritz v Christopher O'Connell,N,2-0,1.0,2.75,N,L,-1.0,-20.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Veronika Kudermetova,O/U games,Sam Culmer,WTA Tour,Madrid 1000 - R64,Paula Badosa v Veronika Kudermetova,N,W.O,1.0,2.12,N,R,0.0,0.0,20.0
2025-04-25,N,Betano,Tenis,Peyton Stearns +4.5,Handicap games,Wags,WTA Tour,Madrid 1000 - R64,Peyton Stearns v Amanda Anisimova,N,2-1,1.25,1.85,N,W,1.0625,21.25,20.0
2025-04-25,N,Betano,Tenis,Peyton Stearns,ML,Wags,WTA Tour,Madrid 1000 - R64,Peyton Stearns v Amanda Anisimova,N,2-1,0.25,3.5,N,W,0.625,12.5,20.0
2025-04-25,N,Betano,Tenis,Emma Raducanu,ML,Wags,WTA Tour,Madrid 1000 - R64,Emma Raducanu v Marta Kostyuk,N,1-2,1.5,1.9,N,L,-1.5,-30.0,20.0
2025-04-25,N,Betano,Tenis,Nuno Borges +3.5,Handicap games,Wags,ATP Tour,Madrid 1000 - R64,Nuno Borges v Alejandro Davidovich Fokina,N,,1.5,1.91,N,Em Aberto,0.0,0.0,20.0
2025-04-25,N,Novibet,Tenis,Nuno Borges,ML,Wags,ATP Tour,Madrid 1000 - R64,Nuno Borges v Alejandro Davidovich Fokina,N,,0.5,2.95,N,Em Aberto,0.0,0.0,20.0
